hr_record_id,person_id,entity_id,entity_legal_name,country_code,full_name,gender,role,role_instance,reporting_year,fixed_pay_eur,total_variable_pay_eur,total_compensation_eur,esg_bonus_weight_pct,esg_bonus_kpi_codes,esg_bonus_kpis,esg_training_required_flag,esg_training_completed_flag,esg_training_completion_date,climate_training_hours_yr,data_source,created_from
HR-EXEC-00012-2022,EXEC-00012,ENT-FR-002,Atlas Retail Bank France SA,FR,Riley Moreau,female,BOARD_MEMBER,4,2022,124914.49,24718.23,149632.71,14.9,FIN-010; FIN-001,Real estate exposure; Financed emissions Scope 1 and 2,True,True,2022-05-12,8,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00012-2023,EXEC-00012,ENT-FR-002,Atlas Retail Bank France SA,FR,Riley Moreau,female,BOARD_MEMBER,4,2023,123714.56,21024.23,144738.79,17.3,FIN-010; FIN-001,Real estate exposure; Financed emissions Scope 1 and 2,True,True,2023-04-05,10,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00012-2024,EXEC-00012,ENT-FR-002,Atlas Retail Bank France SA,FR,Riley Moreau,female,BOARD_MEMBER,4,2024,118313.93,30092.29,148406.22,18.8,FIN-010; FIN-001,Real estate exposure; Financed emissions Scope 1 and 2,True,False,,7,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00013-2019,EXEC-00013,ENT-FR-002,Atlas Retail Bank France SA,FR,Sofia Dubois,female,BOARD_MEMBER,5,2019,80216.75,15484.22,95700.97,6.6,ENV-003; FIN-003,Total operational Scope 1 and 2 emissions; High-emission sector exposure,True,True,2019-03-26,13,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00013-2020,EXEC-00013,ENT-FR-002,Atlas Retail Bank France SA,FR,Sofia Dubois,female,BOARD_MEMBER,5,2020,83634.72,26054.16,109688.89,7.1,ENV-003; FIN-003,Total operational Scope 1 and 2 emissions; High-emission sector exposure,True,True,2020-04-03,8,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00013-2021,EXEC-00013,ENT-FR-002,Atlas Retail Bank France SA,FR,Sofia Dubois,female,BOARD_MEMBER,5,2021,77212.01,21330.67,98542.67,16.0,ENV-003; FIN-003,Total operational Scope 1 and 2 emissions; High-emission sector exposure,True,True,2021-10-20,11,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00013-2022,EXEC-00013,ENT-FR-002,Atlas Retail Bank France SA,FR,Sofia Dubois,female,BOARD_MEMBER,5,2022,90718.47,22160.93,112879.4,15.0,ENV-003; FIN-003,Total operational Scope 1 and 2 emissions; High-emission sector exposure,True,True,2022-03-13,13,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00013-2023,EXEC-00013,ENT-FR-002,Atlas Retail Bank France SA,FR,Sofia Dubois,female,BOARD_MEMBER,5,2023,92249.8,25130.94,117380.74,13.8,ENV-003; FIN-003,Total operational Scope 1 and 2 emissions; High-emission sector exposure,True,False,,19,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00013-2024,EXEC-00013,ENT-FR-002,Atlas Retail Bank France SA,FR,Sofia Dubois,female,BOARD_MEMBER,5,2024,94231.76,23037.05,117268.81,16.1,ENV-003; FIN-003,Total operational Scope 1 and 2 emissions; High-emission sector exposure,True,True,2024-07-02,18,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00014-2019,EXEC-00014,ENT-FR-002,Atlas Retail Bank France SA,FR,Lina Muller,male,BOARD_MEMBER,6,2019,101588.46,14610.22,116198.68,0.0,GOV-001; ENV-002,Board meetings with ESG agenda; Scope 2 location-based emissions,True,False,,6,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00014-2020,EXEC-00014,ENT-FR-002,Atlas Retail Bank France SA,FR,Lina Muller,male,BOARD_MEMBER,6,2020,102388.05,14148.01,116536.06,8.3,GOV-001; ENV-002,Board meetings with ESG agenda; Scope 2 location-based emissions,True,True,2020-10-04,5,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00014-2021,EXEC-00014,ENT-FR-002,Atlas Retail Bank France SA,FR,Lina Muller,male,BOARD_MEMBER,6,2021,104760.64,13916.72,118677.36,11.8,GOV-001; ENV-002,Board meetings with ESG agenda; Scope 2 location-based emissions,True,True,2021-04-25,11,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00014-2022,EXEC-00014,ENT-FR-002,Atlas Retail Bank France SA,FR,Lina Muller,male,BOARD_MEMBER,6,2022,114362.72,15386.28,129749.0,15.4,GOV-001; ENV-002,Board meetings with ESG agenda; Scope 2 location-based emissions,True,True,2022-11-16,9,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00014-2023,EXEC-00014,ENT-FR-002,Atlas Retail Bank France SA,FR,Lina Muller,male,BOARD_MEMBER,6,2023,111780.25,16230.8,128011.06,19.2,GOV-001; ENV-002,Board meetings with ESG agenda; Scope 2 location-based emissions,True,True,2023-06-12,13,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00014-2024,EXEC-00014,ENT-FR-002,Atlas Retail Bank France SA,FR,Lina Muller,male,BOARD_MEMBER,6,2024,110917.15,13116.98,124034.12,18.3,GOV-001; ENV-002,Board meetings with ESG agenda; Scope 2 location-based emissions,True,True,2024-10-06,14,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00015-2019,EXEC-00015,ENT-DE-003,Atlas Bank Deutschland AG,DE,Riley Schmidt,female,CEO,1,2019,485134.11,225592.81,710726.92,19.0,ENV-002; FIN-004; FIN-007; FIN-002,Scope 2 location-based emissions; Average PCAF data quality score; High transition risk exposure; Outstanding loan exposure,True,False,,10,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00015-2020,EXEC-00015,ENT-DE-003,Atlas Bank Deutschland AG,DE,Riley Schmidt,female,CEO,1,2020,516595.52,248855.0,765450.53,21.5,ENV-002; FIN-004; FIN-007; FIN-002,Scope 2 location-based emissions; Average PCAF data quality score; High transition risk exposure; Outstanding loan exposure,True,False,,14,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00015-2021,EXEC-00015,ENT-DE-003,Atlas Bank Deutschland AG,DE,Riley Schmidt,female,CEO,1,2021,517634.77,198044.03,715678.8,23.1,ENV-002; FIN-004; FIN-007; FIN-002,Scope 2 location-based emissions; Average PCAF data quality score; High transition risk exposure; Outstanding loan exposure,True,True,2021-03-05,19,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00015-2022,EXEC-00015,ENT-DE-003,Atlas Bank Deutschland AG,DE,Riley Schmidt,female,CEO,1,2022,525690.16,203628.68,729318.85,29.5,ENV-002; FIN-004; FIN-007; FIN-002,Scope 2 location-based emissions; Average PCAF data quality score; High transition risk exposure; Outstanding loan exposure,True,True,2022-12-11,16,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00015-2023,EXEC-00015,ENT-DE-003,Atlas Bank Deutschland AG,DE,Riley Schmidt,female,CEO,1,2023,568764.65,238914.38,807679.03,28.2,ENV-002; FIN-004; FIN-007; FIN-002,Scope 2 location-based emissions; Average PCAF data quality score; High transition risk exposure; Outstanding loan exposure,True,True,2023-11-17,18,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00015-2024,EXEC-00015,ENT-DE-003,Atlas Bank Deutschland AG,DE,Riley Schmidt,female,CEO,1,2024,569952.36,223013.73,792966.1,31.1,ENV-002; FIN-004; FIN-007; FIN-002,Scope 2 location-based emissions; Average PCAF data quality score; High transition risk exposure; Outstanding loan exposure,True,True,2024-06-18,17,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00016-2019,EXEC-00016,ENT-DE-003,Atlas Bank Deutschland AG,DE,Maya Garcia,female,CFO,2,2019,403945.55,96662.34,500607.89,19.3,FIN-006; FIN-008; FIN-005,SBTi-aligned exposure; Sovereign bond exposure; Financed emissions data coverage,True,True,2019-02-11,6,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00016-2020,EXEC-00016,ENT-DE-003,Atlas Bank Deutschland AG,DE,Maya Garcia,female,CFO,2,2020,457261.46,112570.03,569831.49,20.9,FIN-006; FIN-008; FIN-005,SBTi-aligned exposure; Sovereign bond exposure; Financed emissions data coverage,True,True,2020-08-22,24,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00016-2021,EXEC-00016,ENT-DE-003,Atlas Bank Deutschland AG,DE,Maya Garcia,female,CFO,2,2021,466915.47,125766.88,592682.35,16.0,FIN-006; FIN-008; FIN-005,SBTi-aligned exposure; Sovereign bond exposure; Financed emissions data coverage,True,True,2021-07-15,15,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00016-2022,EXEC-00016,ENT-DE-003,Atlas Bank Deutschland AG,DE,Maya Garcia,female,CFO,2,2022,514752.4,134633.85,649386.25,20.8,FIN-006; FIN-008; FIN-005,SBTi-aligned exposure; Sovereign bond exposure; Financed emissions data coverage,True,False,,7,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00016-2023,EXEC-00016,ENT-DE-003,Atlas Bank Deutschland AG,DE,Maya Garcia,female,CFO,2,2023,450703.22,109809.39,560512.61,26.0,FIN-006; FIN-008; FIN-005,SBTi-aligned exposure; Sovereign bond exposure; Financed emissions data coverage,True,False,,15,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00016-2024,EXEC-00016,ENT-DE-003,Atlas Bank Deutschland AG,DE,Maya Garcia,female,CFO,2,2024,535205.94,118768.8,653974.74,29.0,FIN-006; FIN-008; FIN-005,SBTi-aligned exposure; Sovereign bond exposure; Financed emissions data coverage,True,True,2024-07-24,14,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00017-2019,EXEC-00017,ENT-DE-003,Atlas Bank Deutschland AG,DE,Jordan Jansen,male,CRO,3,2019,373496.6,149312.37,522808.97,22.0,FIN-010; ENV-004; FIN-001; FIN-005,Real estate exposure; Energy consumption; Financed emissions Scope 1 and 2; Financed emissions data coverage,True,False,,17,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00017-2020,EXEC-00017,ENT-DE-003,Atlas Bank Deutschland AG,DE,Jordan Jansen,male,CRO,3,2020,373987.92,152569.52,526557.44,18.6,FIN-010; ENV-004; FIN-001; FIN-005,Real estate exposure; Energy consumption; Financed emissions Scope 1 and 2; Financed emissions data coverage,True,False,,20,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00017-2021,EXEC-00017,ENT-DE-003,Atlas Bank Deutschland AG,DE,Jordan Jansen,male,CRO,3,2021,390936.95,121239.72,512176.66,30.6,FIN-010; ENV-004; FIN-001; FIN-005,Real estate exposure; Energy consumption; Financed emissions Scope 1 and 2; Financed emissions data coverage,True,False,,20,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00017-2022,EXEC-00017,ENT-DE-003,Atlas Bank Deutschland AG,DE,Jordan Jansen,male,CRO,3,2022,383788.53,186355.33,570143.87,29.0,FIN-010; ENV-004; FIN-001; FIN-005,Real estate exposure; Energy consumption; Financed emissions Scope 1 and 2; Financed emissions data coverage,True,True,2022-07-10,22,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00017-2023,EXEC-00017,ENT-DE-003,Atlas Bank Deutschland AG,DE,Jordan Jansen,male,CRO,3,2023,369451.32,201933.25,571384.58,38.0,FIN-010; ENV-004; FIN-001; FIN-005,Real estate exposure; Energy consumption; Financed emissions Scope 1 and 2; Financed emissions data coverage,True,True,2023-03-25,14,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00017-2024,EXEC-00017,ENT-DE-003,Atlas Bank Deutschland AG,DE,Jordan Jansen,male,CRO,3,2024,356132.19,156697.16,512829.35,33.6,FIN-010; ENV-004; FIN-001; FIN-005,Real estate exposure; Energy consumption; Financed emissions Scope 1 and 2; Financed emissions data coverage,True,True,2024-05-07,17,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00018-2019,EXEC-00018,ENT-DE-003,Atlas Bank Deutschland AG,DE,Taylor Bianchi,male,BOARD_MEMBER,4,2019,148020.24,38673.99,186694.22,5.3,GOV-001; FIN-001,Board meetings with ESG agenda; Financed emissions Scope 1 and 2,True,False,,10,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00018-2020,EXEC-00018,ENT-DE-003,Atlas Bank Deutschland AG,DE,Taylor Bianchi,male,BOARD_MEMBER,4,2020,174016.38,32517.85,206534.24,5.0,GOV-001; FIN-001,Board meetings with ESG agenda; Financed emissions Scope 1 and 2,True,True,2020-04-19,9,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00018-2021,EXEC-00018,ENT-DE-003,Atlas Bank Deutschland AG,DE,Taylor Bianchi,male,BOARD_MEMBER,4,2021,158349.91,37157.97,195507.88,9.1,GOV-001; FIN-001,Board meetings with ESG agenda; Financed emissions Scope 1 and 2,True,True,2021-12-17,6,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00018-2022,EXEC-00018,ENT-DE-003,Atlas Bank Deutschland AG,DE,Taylor Bianchi,male,BOARD_MEMBER,4,2022,180761.72,38864.05,219625.77,9.4,GOV-001; FIN-001,Board meetings with ESG agenda; Financed emissions Scope 1 and 2,True,True,2022-05-04,6,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00018-2023,EXEC-00018,ENT-DE-003,Atlas Bank Deutschland AG,DE,Taylor Bianchi,male,BOARD_MEMBER,4,2023,176663.06,42969.71,219632.77,18.0,GOV-001; FIN-001,Board meetings with ESG agenda; Financed emissions Scope 1 and 2,True,False,,10,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00018-2024,EXEC-00018,ENT-DE-003,Atlas Bank Deutschland AG,DE,Taylor Bianchi,male,BOARD_MEMBER,4,2024,175622.2,42872.36,218494.56,13.8,GOV-001; FIN-001,Board meetings with ESG agenda; Financed emissions Scope 1 and 2,True,False,,12,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00019-2019,EXEC-00019,ENT-DE-003,Atlas Bank Deutschland AG,DE,Nora Brown,male,BOARD_MEMBER,5,2019,91438.85,25986.19,117425.04,9.1,ENV-002; FIN-012,"Scope 2 location-based emissions; Financed emissions Scope 1, 2 and 3",True,False,,12,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00019-2020,EXEC-00019,ENT-DE-003,Atlas Bank Deutschland AG,DE,Nora Brown,male,BOARD_MEMBER,5,2020,101861.24,31204.8,133066.04,8.1,ENV-002; FIN-012,"Scope 2 location-based emissions; Financed emissions Scope 1, 2 and 3",True,False,,7,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00019-2021,EXEC-00019,ENT-DE-003,Atlas Bank Deutschland AG,DE,Nora Brown,male,BOARD_MEMBER,5,2021,102494.18,28936.06,131430.24,14.3,ENV-002; FIN-012,"Scope 2 location-based emissions; Financed emissions Scope 1, 2 and 3",True,False,,5,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00019-2022,EXEC-00019,ENT-DE-003,Atlas Bank Deutschland AG,DE,Nora Brown,male,BOARD_MEMBER,5,2022,94815.31,30458.74,125274.04,9.7,ENV-002; FIN-012,"Scope 2 location-based emissions; Financed emissions Scope 1, 2 and 3",True,True,2022-08-16,10,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00019-2023,EXEC-00019,ENT-DE-003,Atlas Bank Deutschland AG,DE,Nora Brown,male,BOARD_MEMBER,5,2023,92457.79,32369.89,124827.69,16.6,ENV-002; FIN-012,"Scope 2 location-based emissions; Financed emissions Scope 1, 2 and 3",True,False,,9,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00019-2024,EXEC-00019,ENT-DE-003,Atlas Bank Deutschland AG,DE,Nora Brown,male,BOARD_MEMBER,5,2024,94813.6,34690.21,129503.81,17.6,ENV-002; FIN-012,"Scope 2 location-based emissions; Financed emissions Scope 1, 2 and 3",True,True,2024-10-26,16,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00020-2019,EXEC-00020,ENT-DE-003,Atlas Bank Deutschland AG,DE,Victor Muller,female,BOARD_MEMBER,6,2019,94980.27,25780.79,120761.06,4.0,FIN-004; FIN-001,Average PCAF data quality score; Financed emissions Scope 1 and 2,True,False,,9,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00020-2020,EXEC-00020,ENT-DE-003,Atlas Bank Deutschland AG,DE,Victor Muller,female,BOARD_MEMBER,6,2020,99781.14,25572.66,125353.8,6.9,FIN-004; FIN-001,Average PCAF data quality score; Financed emissions Scope 1 and 2,True,True,2020-06-10,6,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00020-2021,EXEC-00020,ENT-DE-003,Atlas Bank Deutschland AG,DE,Victor Muller,female,BOARD_MEMBER,6,2021,115182.58,23381.65,138564.22,11.4,FIN-004; FIN-001,Average PCAF data quality score; Financed emissions Scope 1 and 2,True,False,,11,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00020-2022,EXEC-00020,ENT-DE-003,Atlas Bank Deutschland AG,DE,Victor Muller,female,BOARD_MEMBER,6,2022,114785.35,23285.06,138070.41,12.7,FIN-004; FIN-001,Average PCAF data quality score; Financed emissions Scope 1 and 2,True,True,2022-01-23,14,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00020-2023,EXEC-00020,ENT-DE-003,Atlas Bank Deutschland AG,DE,Victor Muller,female,BOARD_MEMBER,6,2023,120277.63,23915.96,144193.6,16.8,FIN-004; FIN-001,Average PCAF data quality score; Financed emissions Scope 1 and 2,True,True,2023-03-27,10,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00020-2024,EXEC-00020,ENT-DE-003,Atlas Bank Deutschland AG,DE,Victor Muller,female,BOARD_MEMBER,6,2024,118059.79,26615.39,144675.18,14.5,FIN-004; FIN-001,Average PCAF data quality score; Financed emissions Scope 1 and 2,True,True,2024-04-15,19,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00021-2019,EXEC-00021,ENT-DE-003,Atlas Bank Deutschland AG,DE,Karim Costa,male,BOARD_MEMBER,7,2019,117510.8,14893.58,132404.38,5.7,FIN-012; FIN-007,"Financed emissions Scope 1, 2 and 3; High transition risk exposure",True,False,,6,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00021-2020,EXEC-00021,ENT-DE-003,Atlas Bank Deutschland AG,DE,Karim Costa,male,BOARD_MEMBER,7,2020,126359.46,15693.29,142052.75,11.8,FIN-012; FIN-007,"Financed emissions Scope 1, 2 and 3; High transition risk exposure",True,True,2020-12-05,7,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00021-2021,EXEC-00021,ENT-DE-003,Atlas Bank Deutschland AG,DE,Karim Costa,male,BOARD_MEMBER,7,2021,120685.41,16488.53,137173.94,12.1,FIN-012; FIN-007,"Financed emissions Scope 1, 2 and 3; High transition risk exposure",True,True,2021-07-06,12,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00021-2022,EXEC-00021,ENT-DE-003,Atlas Bank Deutschland AG,DE,Karim Costa,male,BOARD_MEMBER,7,2022,129852.27,14568.24,144420.51,13.5,FIN-012; FIN-007,"Financed emissions Scope 1, 2 and 3; High transition risk exposure",True,True,2022-08-15,7,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00021-2023,EXEC-00021,ENT-DE-003,Atlas Bank Deutschland AG,DE,Karim Costa,male,BOARD_MEMBER,7,2023,145578.61,15510.39,161089.0,15.5,FIN-012; FIN-007,"Financed emissions Scope 1, 2 and 3; High transition risk exposure",True,True,2023-07-20,11,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00021-2024,EXEC-00021,ENT-DE-003,Atlas Bank Deutschland AG,DE,Karim Costa,male,BOARD_MEMBER,7,2024,140816.92,16000.18,156817.1,20.0,FIN-012; FIN-007,"Financed emissions Scope 1, 2 and 3; High transition risk exposure",True,True,2024-08-20,12,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00022-2019,EXEC-00022,ENT-NL-004,Atlas Bank Netherlands NV,NL,Lea Dubois,male,CEO,1,2019,623868.1,291042.57,914910.66,26.9,FIN-009; FIN-012; FIN-005; ENV-003,"Project finance exposure; Financed emissions Scope 1, 2 and 3; Financed emissions data coverage; Total operational Scope 1 and 2 emissions",True,False,,13,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00022-2020,EXEC-00022,ENT-NL-004,Atlas Bank Netherlands NV,NL,Lea Dubois,male,CEO,1,2020,556261.46,275537.93,831799.39,23.6,FIN-009; FIN-012; FIN-005; ENV-003,"Project finance exposure; Financed emissions Scope 1, 2 and 3; Financed emissions data coverage; Total operational Scope 1 and 2 emissions",True,False,,16,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00022-2021,EXEC-00022,ENT-NL-004,Atlas Bank Netherlands NV,NL,Lea Dubois,male,CEO,1,2021,611249.89,330020.87,941270.76,25.7,FIN-009; FIN-012; FIN-005; ENV-003,"Project finance exposure; Financed emissions Scope 1, 2 and 3; Financed emissions data coverage; Total operational Scope 1 and 2 emissions",True,False,,10,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00022-2022,EXEC-00022,ENT-NL-004,Atlas Bank Netherlands NV,NL,Lea Dubois,male,CEO,1,2022,637374.28,360032.31,997406.59,21.4,FIN-009; FIN-012; FIN-005; ENV-003,"Project finance exposure; Financed emissions Scope 1, 2 and 3; Financed emissions data coverage; Total operational Scope 1 and 2 emissions",True,True,2022-04-15,10,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00022-2023,EXEC-00022,ENT-NL-004,Atlas Bank Netherlands NV,NL,Lea Dubois,male,CEO,1,2023,624214.41,354613.8,978828.21,28.2,FIN-009; FIN-012; FIN-005; ENV-003,"Project finance exposure; Financed emissions Scope 1, 2 and 3; Financed emissions data coverage; Total operational Scope 1 and 2 emissions",True,True,2023-05-08,13,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00022-2024,EXEC-00022,ENT-NL-004,Atlas Bank Netherlands NV,NL,Lea Dubois,male,CEO,1,2024,691361.6,316843.29,1008204.89,29.1,FIN-009; FIN-012; FIN-005; ENV-003,"Project finance exposure; Financed emissions Scope 1, 2 and 3; Financed emissions data coverage; Total operational Scope 1 and 2 emissions",True,True,2024-07-21,9,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00023-2019,EXEC-00023,ENT-NL-004,Atlas Bank Netherlands NV,NL,Emma Martin,female,CFO,2,2019,435115.15,199522.73,634637.87,14.4,ENV-005; FIN-006; FIN-012,"Energy cost; SBTi-aligned exposure; Financed emissions Scope 1, 2 and 3",True,False,,9,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00023-2020,EXEC-00023,ENT-NL-004,Atlas Bank Netherlands NV,NL,Emma Martin,female,CFO,2,2020,379008.97,236760.34,615769.31,18.6,ENV-005; FIN-006; FIN-012,"Energy cost; SBTi-aligned exposure; Financed emissions Scope 1, 2 and 3",True,True,2020-10-15,9,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00023-2021,EXEC-00023,ENT-NL-004,Atlas Bank Netherlands NV,NL,Emma Martin,female,CFO,2,2021,356547.83,224166.54,580714.37,14.3,ENV-005; FIN-006; FIN-012,"Energy cost; SBTi-aligned exposure; Financed emissions Scope 1, 2 and 3",True,True,2021-10-20,15,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00023-2022,EXEC-00023,ENT-NL-004,Atlas Bank Netherlands NV,NL,Emma Martin,female,CFO,2,2022,433995.38,174817.5,608812.87,22.8,ENV-005; FIN-006; FIN-012,"Energy cost; SBTi-aligned exposure; Financed emissions Scope 1, 2 and 3",True,True,2022-01-20,13,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00023-2023,EXEC-00023,ENT-NL-004,Atlas Bank Netherlands NV,NL,Emma Martin,female,CFO,2,2023,460770.94,213786.15,674557.09,31.5,ENV-005; FIN-006; FIN-012,"Energy cost; SBTi-aligned exposure; Financed emissions Scope 1, 2 and 3",True,True,2023-03-21,18,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
HR-EXEC-00023-2024,EXEC-00023,ENT-NL-004,Atlas Bank Netherlands NV,NL,Emma Martin,female,CFO,2,2024,419322.2,216145.58,635467.78,23.7,ENV-005; FIN-006; FIN-012,"Energy cost; SBTi-aligned exposure; Financed emissions Scope 1, 2 and 3",True,True,2024-04-21,12,synthetic_hr_remuneration_and_training_snapshot,synthetic_hr_system_generation_v2_core_tables_aligned
