scenario_id,bank_id,scenario_name,scenario_type,framework,temperature_outcome_c,horizon,horizon_year,physical_risk_loss_pct_capital,transition_risk_loss_pct_capital,high_risk_exposure_pct,stranded_assets_estimate_meur,paris_aligned_flag,revenue_at_risk_meur,carbon_price_assumption_eur_per_tco2e,gdp_growth_assumption_pct,renewable_energy_share_pct,technology_readiness,scope_of_analysis,analysis_conducted_year,methodology_notes,resilience_assessment
SCN0039,BANK03,Net Zero 2050,orderly,NGFS_v4,1.5,long_term,2050,9.3,10.8,21.0,1250.4,True,2748.4,237.2,2.49,93.9,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Net Zero 2050 scenario applied to the banking book using a top-down sector-pathway approach. Carbon price assumptions from IEA NZE 2050 trajectory mapped to counterparty NACE sectors. Stranded asset estimates derived from sector-level fossil fuel capex exposure. Analysis scope covers all lending book exposures across DE, FR, IT, NL, ES jurisdictions.","Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
SCN0040,BANK03,Below 2°C,orderly,NGFS_v4,1.8,short_term,2025,5.9,9.9,6.6,4054.3,False,2197.9,91.4,2.45,66.9,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Below 2°C (orderly) scenario applied using NGFS IAM outputs aligned to a 1.8°C median temperature pathway. Carbon price trajectory from REMIND-MAgPIE model. Financial impact assessed through loan-level probability of default sensitivity to carbon cost pass-through by sector carbon intensity tier.,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
SCN0041,BANK03,Below 2°C,orderly,NGFS_v4,1.8,medium_term,2030,5.5,11.3,15.3,2393.0,False,1315.2,99.8,2.39,49.0,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Below 2°C (orderly) scenario applied using NGFS IAM outputs aligned to a 1.8°C median temperature pathway. Carbon price trajectory from REMIND-MAgPIE model. Financial impact assessed through loan-level probability of default sensitivity to carbon cost pass-through by sector carbon intensity tier.,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
SCN0042,BANK03,Below 2°C,orderly,NGFS_v4,1.8,long_term,2050,9.6,13.7,15.9,3803.7,False,3032.4,323.2,2.48,91.3,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Below 2°C (orderly) scenario applied using NGFS IAM outputs aligned to a 1.8°C median temperature pathway. Carbon price trajectory from REMIND-MAgPIE model. Financial impact assessed through loan-level probability of default sensitivity to carbon cost pass-through by sector carbon intensity tier.,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
SCN0043,BANK03,Divergent Net Zero,disorderly,NGFS_v4,1.5,short_term,2025,6.7,15.6,32.5,3470.3,False,3686.7,51.6,1.34,54.7,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Divergent Net Zero scenario used to capture technology pathway uncertainty. High renewable share but with divergent sectoral transition speeds across jurisdictions. Carbon price assumptions vary by country based on national ETS and carbon tax trajectories. Used primarily to stress-test technology transition risk in the automotive and energy manufacturing lending sub-portfolio.,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions."
SCN0044,BANK03,Divergent Net Zero,disorderly,NGFS_v4,1.5,medium_term,2030,8.6,22.5,12.7,1911.5,False,3108.3,62.7,1.32,49.4,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Divergent Net Zero scenario used to capture technology pathway uncertainty. High renewable share but with divergent sectoral transition speeds across jurisdictions. Carbon price assumptions vary by country based on national ETS and carbon tax trajectories. Used primarily to stress-test technology transition risk in the automotive and energy manufacturing lending sub-portfolio.,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions."
SCN0045,BANK03,Divergent Net Zero,disorderly,NGFS_v4,1.5,long_term,2050,15.9,18.9,16.5,3674.3,False,2510.0,76.4,1.16,59.3,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Divergent Net Zero scenario used to capture technology pathway uncertainty. High renewable share but with divergent sectoral transition speeds across jurisdictions. Carbon price assumptions vary by country based on national ETS and carbon tax trajectories. Used primarily to stress-test technology transition risk in the automotive and energy manufacturing lending sub-portfolio.,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions."
SCN0046,BANK03,Delayed Transition,disorderly,NGFS_v4,1.8,short_term,2025,8.9,18.1,9.5,3423.4,False,3439.8,58.1,1.23,45.8,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Delayed Transition (disorderly) scenario applied to capture abrupt policy shift risk post-2030. Short-term physical risk assumed at RCP 2.6 level; transition risk shock applied as a step-change in carbon price in 2030. Particularly material for high-carbon sector exposures with medium-term loan maturities.,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions."
SCN0047,BANK03,Delayed Transition,disorderly,NGFS_v4,1.8,medium_term,2030,10.9,13.7,13.6,3100.7,False,2329.5,67.6,1.09,44.1,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Delayed Transition (disorderly) scenario applied to capture abrupt policy shift risk post-2030. Short-term physical risk assumed at RCP 2.6 level; transition risk shock applied as a step-change in carbon price in 2030. Particularly material for high-carbon sector exposures with medium-term loan maturities.,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions."
SCN0048,BANK03,Delayed Transition,disorderly,NGFS_v4,1.8,long_term,2050,18.7,22.9,27.6,3284.5,False,3925.8,55.2,1.1,60.9,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Delayed Transition (disorderly) scenario applied to capture abrupt policy shift risk post-2030. Short-term physical risk assumed at RCP 2.6 level; transition risk shock applied as a step-change in carbon price in 2030. Particularly material for high-carbon sector exposures with medium-term loan maturities.,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions."
SCN0049,BANK03,Nationally Determined Contributions,hot_house,NGFS_v4,2.5,short_term,2025,15.9,4.3,20.6,1543.7,False,5878.5,2.9,0.81,18.5,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 NDC scenario represents delayed but eventually strengthened policy action. Carbon pricing ramp-up assumed from 2030 onward based on Paris Agreement NDC submission trajectories. Revenue-at-risk computed from sector revenue sensitivity to carbon price at EUR/tCO2e levels specified in the scenario.,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon."
SCN0050,BANK03,Nationally Determined Contributions,hot_house,NGFS_v4,2.5,medium_term,2030,19.9,3.0,16.7,3369.1,False,2054.9,19.2,0.54,26.8,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 NDC scenario represents delayed but eventually strengthened policy action. Carbon pricing ramp-up assumed from 2030 onward based on Paris Agreement NDC submission trajectories. Revenue-at-risk computed from sector revenue sensitivity to carbon price at EUR/tCO2e levels specified in the scenario.,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon."
SCN0051,BANK03,Nationally Determined Contributions,hot_house,NGFS_v4,2.5,long_term,2050,29.1,4.5,31.6,1707.1,False,2272.8,15.8,1.08,32.8,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 NDC scenario represents delayed but eventually strengthened policy action. Carbon pricing ramp-up assumed from 2030 onward based on Paris Agreement NDC submission trajectories. Revenue-at-risk computed from sector revenue sensitivity to carbon price at EUR/tCO2e levels specified in the scenario.,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon."
SCN0052,BANK03,Current Policies,hot_house,NGFS_v4,3.0,short_term,2025,16.9,4.1,18.1,2808.2,False,3860.1,7.7,1.08,17.2,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Current Policies (hot house world) scenario used as the adverse baseline. Physical risk parameters sourced from NGFS chronic and acute hazard layers, downscaled to counterparty postcode and collateral location. RCP 8.5 physical risk projections used for 2050 horizon analysis.","Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon."
SCN0053,BANK03,Current Policies,hot_house,NGFS_v4,3.0,medium_term,2030,17.6,3.1,18.7,2834.0,False,5192.3,12.4,0.69,25.5,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Current Policies (hot house world) scenario used as the adverse baseline. Physical risk parameters sourced from NGFS chronic and acute hazard layers, downscaled to counterparty postcode and collateral location. RCP 8.5 physical risk projections used for 2050 horizon analysis.","Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon."
SCN0054,BANK03,Current Policies,hot_house,NGFS_v4,3.0,long_term,2050,35.7,3.8,12.6,4115.9,False,3835.8,8.4,0.87,20.5,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Current Policies (hot house world) scenario used as the adverse baseline. Physical risk parameters sourced from NGFS chronic and acute hazard layers, downscaled to counterparty postcode and collateral location. RCP 8.5 physical risk projections used for 2050 horizon analysis.","Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon."
SCN0055,BANK04,Net Zero 2050,orderly,NGFS_v4,1.5,short_term,2025,5.3,15.5,16.8,469.8,True,223.7,87.0,2.44,64.3,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Net Zero 2050 scenario applied to the banking book using a top-down sector-pathway approach. Carbon price assumptions from IEA NZE 2050 trajectory mapped to counterparty NACE sectors. Stranded asset estimates derived from sector-level fossil fuel capex exposure. Analysis scope covers all lending book exposures across DE, FR, IT, NL, ES jurisdictions.","Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
SCN0056,BANK04,Net Zero 2050,orderly,NGFS_v4,1.5,medium_term,2030,7.1,13.2,20.1,570.4,True,470.2,89.1,2.06,45.7,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Net Zero 2050 scenario applied to the banking book using a top-down sector-pathway approach. Carbon price assumptions from IEA NZE 2050 trajectory mapped to counterparty NACE sectors. Stranded asset estimates derived from sector-level fossil fuel capex exposure. Analysis scope covers all lending book exposures across DE, FR, IT, NL, ES jurisdictions.","Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
SCN0057,BANK04,Net Zero 2050,orderly,NGFS_v4,1.5,long_term,2050,10.7,13.5,15.3,543.7,True,192.4,319.4,2.04,93.3,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Net Zero 2050 scenario applied to the banking book using a top-down sector-pathway approach. Carbon price assumptions from IEA NZE 2050 trajectory mapped to counterparty NACE sectors. Stranded asset estimates derived from sector-level fossil fuel capex exposure. Analysis scope covers all lending book exposures across DE, FR, IT, NL, ES jurisdictions.","Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
SCN0058,BANK04,Below 2°C,orderly,NGFS_v4,1.8,short_term,2025,5.1,11.7,33.6,103.2,False,508.9,116.4,2.18,67.4,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Below 2°C (orderly) scenario applied using NGFS IAM outputs aligned to a 1.8°C median temperature pathway. Carbon price trajectory from REMIND-MAgPIE model. Financial impact assessed through loan-level probability of default sensitivity to carbon cost pass-through by sector carbon intensity tier.,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
SCN0059,BANK04,Below 2°C,orderly,NGFS_v4,1.8,medium_term,2030,6.6,9.0,6.9,597.8,False,322.2,114.7,2.04,53.7,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Below 2°C (orderly) scenario applied using NGFS IAM outputs aligned to a 1.8°C median temperature pathway. Carbon price trajectory from REMIND-MAgPIE model. Financial impact assessed through loan-level probability of default sensitivity to carbon cost pass-through by sector carbon intensity tier.,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
SCN0060,BANK04,Below 2°C,orderly,NGFS_v4,1.8,long_term,2050,11.0,12.6,26.5,529.9,False,369.4,271.8,2.42,84.4,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Below 2°C (orderly) scenario applied using NGFS IAM outputs aligned to a 1.8°C median temperature pathway. Carbon price trajectory from REMIND-MAgPIE model. Financial impact assessed through loan-level probability of default sensitivity to carbon cost pass-through by sector carbon intensity tier.,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
SCN0061,BANK04,Divergent Net Zero,disorderly,NGFS_v4,1.5,short_term,2025,8.1,16.0,28.7,623.3,False,644.5,64.4,1.34,40.8,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Divergent Net Zero scenario used to capture technology pathway uncertainty. High renewable share but with divergent sectoral transition speeds across jurisdictions. Carbon price assumptions vary by country based on national ETS and carbon tax trajectories. Used primarily to stress-test technology transition risk in the automotive and energy manufacturing lending sub-portfolio.,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions."
SCN0062,BANK04,Divergent Net Zero,disorderly,NGFS_v4,1.5,medium_term,2030,11.2,15.7,16.7,286.2,False,661.4,74.2,1.33,54.8,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Divergent Net Zero scenario used to capture technology pathway uncertainty. High renewable share but with divergent sectoral transition speeds across jurisdictions. Carbon price assumptions vary by country based on national ETS and carbon tax trajectories. Used primarily to stress-test technology transition risk in the automotive and energy manufacturing lending sub-portfolio.,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions."
SCN0063,BANK04,Divergent Net Zero,disorderly,NGFS_v4,1.5,long_term,2050,13.7,17.4,5.9,315.5,False,704.7,57.3,1.71,60.4,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Divergent Net Zero scenario used to capture technology pathway uncertainty. High renewable share but with divergent sectoral transition speeds across jurisdictions. Carbon price assumptions vary by country based on national ETS and carbon tax trajectories. Used primarily to stress-test technology transition risk in the automotive and energy manufacturing lending sub-portfolio.,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions."
SCN0064,BANK04,Delayed Transition,disorderly,NGFS_v4,1.8,short_term,2025,9.6,21.6,20.7,297.3,False,461.8,59.3,1.06,47.9,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Delayed Transition (disorderly) scenario applied to capture abrupt policy shift risk post-2030. Short-term physical risk assumed at RCP 2.6 level; transition risk shock applied as a step-change in carbon price in 2030. Particularly material for high-carbon sector exposures with medium-term loan maturities.,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions."
SCN0065,BANK04,Delayed Transition,disorderly,NGFS_v4,1.8,medium_term,2030,10.9,21.3,22.0,579.7,False,328.8,57.7,1.3,40.8,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Delayed Transition (disorderly) scenario applied to capture abrupt policy shift risk post-2030. Short-term physical risk assumed at RCP 2.6 level; transition risk shock applied as a step-change in carbon price in 2030. Particularly material for high-carbon sector exposures with medium-term loan maturities.,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions."
SCN0066,BANK04,Delayed Transition,disorderly,NGFS_v4,1.8,long_term,2050,14.2,17.6,21.8,121.2,False,254.0,69.6,1.03,58.8,medium,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Delayed Transition (disorderly) scenario applied to capture abrupt policy shift risk post-2030. Short-term physical risk assumed at RCP 2.6 level; transition risk shock applied as a step-change in carbon price in 2030. Particularly material for high-carbon sector exposures with medium-term loan maturities.,"Under disorderly transition scenarios, near-term resilience is acceptable but medium-term capital consumption from stranded asset impairments is material. The bank's current sector exposure limits and active portfolio decarbonisation glide-path monitoring are the primary resilience mechanisms. Additional capital buffers may be required post-2030 under the most adverse disorderly assumptions."
SCN0067,BANK04,Nationally Determined Contributions,hot_house,NGFS_v4,2.5,short_term,2025,13.4,3.9,13.3,662.5,False,394.5,8.2,0.93,20.5,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 NDC scenario represents delayed but eventually strengthened policy action. Carbon pricing ramp-up assumed from 2030 onward based on Paris Agreement NDC submission trajectories. Revenue-at-risk computed from sector revenue sensitivity to carbon price at EUR/tCO2e levels specified in the scenario.,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon."
SCN0068,BANK04,Nationally Determined Contributions,hot_house,NGFS_v4,2.5,medium_term,2030,18.4,5.2,6.1,286.2,False,566.0,17.1,0.99,27.1,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 NDC scenario represents delayed but eventually strengthened policy action. Carbon pricing ramp-up assumed from 2030 onward based on Paris Agreement NDC submission trajectories. Revenue-at-risk computed from sector revenue sensitivity to carbon price at EUR/tCO2e levels specified in the scenario.,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon."
SCN0069,BANK04,Nationally Determined Contributions,hot_house,NGFS_v4,2.5,long_term,2050,34.4,5.0,12.7,113.0,False,372.5,9.9,1.04,34.0,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 NDC scenario represents delayed but eventually strengthened policy action. Carbon pricing ramp-up assumed from 2030 onward based on Paris Agreement NDC submission trajectories. Revenue-at-risk computed from sector revenue sensitivity to carbon price at EUR/tCO2e levels specified in the scenario.,"Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon."
SCN0070,BANK04,Current Policies,hot_house,NGFS_v4,3.0,short_term,2025,16.5,4.9,33.9,431.5,False,601.7,4.4,1.07,25.1,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Current Policies (hot house world) scenario used as the adverse baseline. Physical risk parameters sourced from NGFS chronic and acute hazard layers, downscaled to counterparty postcode and collateral location. RCP 8.5 physical risk projections used for 2050 horizon analysis.","Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon."
SCN0071,BANK04,Current Policies,hot_house,NGFS_v4,3.0,medium_term,2030,17.0,4.4,22.1,547.4,False,419.0,19.1,0.54,15.4,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Current Policies (hot house world) scenario used as the adverse baseline. Physical risk parameters sourced from NGFS chronic and acute hazard layers, downscaled to counterparty postcode and collateral location. RCP 8.5 physical risk projections used for 2050 horizon analysis.","Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon."
SCN0072,BANK04,Current Policies,hot_house,NGFS_v4,3.0,long_term,2050,35.5,3.9,10.4,578.0,False,915.9,18.3,1.04,24.3,low,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Current Policies (hot house world) scenario used as the adverse baseline. Physical risk parameters sourced from NGFS chronic and acute hazard layers, downscaled to counterparty postcode and collateral location. RCP 8.5 physical risk projections used for 2050 horizon analysis.","Under hot house world scenarios, physical risk losses represent the dominant long-term resilience challenge. Collateral revaluation risk in flood-exposed mortgage books and agricultural borrower default risk from chronic heat stress are identified as the primary transmission channels. The bank's flood-zone overlay and EPC-based collateral monitoring are resilience mechanisms deployed for the 2050 horizon."
SCN0073,BANK05,Net Zero 2050,orderly,NGFS_v4,1.5,short_term,2025,4.5,13.1,6.6,337.3,True,1184.6,86.5,2.14,50.5,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Net Zero 2050 scenario applied to the banking book using a top-down sector-pathway approach. Carbon price assumptions from IEA NZE 2050 trajectory mapped to counterparty NACE sectors. Stranded asset estimates derived from sector-level fossil fuel capex exposure. Analysis scope covers all lending book exposures across DE, FR, IT, NL, ES jurisdictions.","Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
SCN0074,BANK05,Net Zero 2050,orderly,NGFS_v4,1.5,medium_term,2030,6.1,11.5,30.2,648.0,True,1101.5,89.1,2.35,56.5,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Net Zero 2050 scenario applied to the banking book using a top-down sector-pathway approach. Carbon price assumptions from IEA NZE 2050 trajectory mapped to counterparty NACE sectors. Stranded asset estimates derived from sector-level fossil fuel capex exposure. Analysis scope covers all lending book exposures across DE, FR, IT, NL, ES jurisdictions.","Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
SCN0075,BANK05,Net Zero 2050,orderly,NGFS_v4,1.5,long_term,2050,10.7,9.3,22.3,1525.1,True,1386.7,338.8,2.21,85.4,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,"NGFS v4 Net Zero 2050 scenario applied to the banking book using a top-down sector-pathway approach. Carbon price assumptions from IEA NZE 2050 trajectory mapped to counterparty NACE sectors. Stranded asset estimates derived from sector-level fossil fuel capex exposure. Analysis scope covers all lending book exposures across DE, FR, IT, NL, ES jurisdictions.","Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
SCN0076,BANK05,Below 2°C,orderly,NGFS_v4,1.8,short_term,2025,4.9,8.5,11.4,664.0,False,584.3,109.3,2.19,64.1,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Below 2°C (orderly) scenario applied using NGFS IAM outputs aligned to a 1.8°C median temperature pathway. Carbon price trajectory from REMIND-MAgPIE model. Financial impact assessed through loan-level probability of default sensitivity to carbon cost pass-through by sector carbon intensity tier.,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
SCN0077,BANK05,Below 2°C,orderly,NGFS_v4,1.8,medium_term,2030,4.9,14.4,13.1,1399.3,False,613.3,101.7,2.19,63.9,high,"All banking book exposures across DE, FR, IT, NL, ES",2024,NGFS v4 Below 2°C (orderly) scenario applied using NGFS IAM outputs aligned to a 1.8°C median temperature pathway. Carbon price trajectory from REMIND-MAgPIE model. Financial impact assessed through loan-level probability of default sensitivity to carbon cost pass-through by sector carbon intensity tier.,"Under orderly transition scenarios, the portfolio demonstrates adequate resilience. Transition risk losses remain within Pillar 2 capital buffer thresholds. Green loan growth and client engagement on transition plans are expected to progressively reduce high-carbon sector concentration over the medium term."
